ticker,side,event_date,event_close,line_price,slope_yr_%,days_since_anchor,attempt_no,ret_5d_%,ret_10d_%,ret_20d_%,ret_to_end_%
FLNG,upper_breakout,2025-08-20,25.83,25.2,-14.3,310,5.0,5.19,4.96,-2.9,12.85
HOMB,upper_breakout,2025-11-07,27.48,27.16,-18.4,125,7.0,-0.69,1.49,3.35,12.85
SSB,upper_breakout,2025-07-18,97.81,97.73,-21.9,117,2.0,0.71,-5.16,-2.46,12.85
MPB,upper_breakout,2026-01-21,33.52,33.23,-1.6,287,1.0,-5.97,3.1,-0.45,12.8
CCS,upper_breakout,2025-12-10,62.82,62.27,-36.5,286,2.0,-2.1,-6.06,8.77,12.78
SSB,upper_breakout,2025-07-24,97.9,97.35,-21.9,121,4.0,-3.81,-6.25,-1.49,12.75
PTCT,upper_breakout,2025-10-03,65.37,64.93,-1.8,1189,1.0,1.32,0.89,4.5,12.74
PFBC,upper_breakout,2026-04-09,94.7,93.82,-4.4,341,6.0,-0.31,0.29,0.02,12.73
VLGEA,upper_breakout,2025-10-03,37.01,36.99,-21.5,67,3.0,-14.16,-13.29,-15.24,12.73
ALEX,upper_breakout,2025-08-12,18.49,18.38,-11.3,173,2.0,1.19,3.19,1.03,12.71
MMSI,upper_breakout,2026-07-29,80.84,79.37,-20.5,331,2.0,7.84,,,12.7
OOMA,upper_breakout,2026-05-05,18.66,18.3,-6.1,1129,1.0,-1.61,4.5,-9.54,12.7
PECO,upper_breakout,2025-08-29,35.19,35.12,-16.4,56,1.0,1.59,0.94,-2.76,12.7
RLJ,upper_breakout,2026-05-21,9.61,9.56,-11.1,554,1.0,1.25,10.3,18.21,12.7
BEAM,upper_breakout,2026-03-31,23.83,23.14,-31.5,280,6.0,6.76,28.75,23.29,12.67
ALEX,upper_breakout,2025-07-29,18.52,18.46,-11.3,163,1.0,-1.73,-0.16,3.02,12.53
USLM,upper_breakout,2026-07-21,107.07,105.72,-22.3,409,11.0,6.23,8.0,,12.52
AROW,upper_breakout,2026-02-02,34.63,34.07,-1.3,305,1.0,2.95,0.95,-3.58,12.47
PFBC,upper_breakout,2026-04-23,94.97,93.65,-4.4,351,8.0,-0.25,-0.26,-0.28,12.41
BORR,upper_breakout,2025-12-03,3.79,3.57,-39.3,326,1.0,13.72,-1.85,5.28,12.4
AESI,upper_breakout,2025-09-10,10.66,10.63,-77.8,56,8.0,3.66,11.35,8.82,12.38
ARTNA,upper_breakout,2025-12-09,31.19,31.17,-21.8,153,9.0,3.14,1.96,3.69,12.38
BATRA,upper_breakout,2026-03-02,48.41,48.4,-4.7,168,4.0,0.89,-0.41,-3.51,12.35
CIVB,upper_breakout,2026-04-27,25.33,25.28,-1.5,204,1.0,-2.72,-2.41,1.93,12.32
HTH,upper_breakout,2025-11-25,34.85,33.74,-3.4,338,8.0,0.75,1.21,-0.52,12.31
PFBC,upper_breakout,2026-04-27,95.07,93.62,-4.4,353,9.0,-0.27,-1.62,-0.22,12.3
HBNC,upper_breakout,2025-12-10,18.15,17.74,-7.3,260,1.0,-0.11,-3.03,-6.17,12.29
CUBI,upper_breakout,2026-04-08,73.8,71.94,-1.3,149,4.0,2.95,3.81,6.02,12.28
SSB,upper_breakout,2025-07-22,98.35,97.54,-21.9,119,3.0,-1.27,-4.3,-2.03,12.23
NN,upper_breakout,2025-12-05,15.89,15.52,-16.8,101,3.0,3.27,5.66,-4.03,12.21
HIFS,upper_breakout,2025-08-22,277.68,272.32,-12.0,184,3.0,2.33,1.23,0.37,12.18
FELE,upper_breakout,2025-11-26,96.16,95.38,-14.9,196,4.0,-1.72,0.83,3.17,12.12
RMBS,upper_breakout,2026-03-31,86.03,80.95,-2.0,147,2.0,17.9,39.51,30.37,12.08
USLM,upper_breakout,2026-07-02,107.5,107.0,-22.3,397,9.0,-5.97,-2.35,2.6,12.07
HRMY,upper_breakout,2025-11-24,35.27,34.64,-17.9,213,6.0,2.1,10.07,8.99,12.05
EE,upper_breakout,2026-01-13,31.57,31.01,-6.1,200,1.0,9.09,14.89,30.5,12.01
GHC,upper_breakout,2025-08-12,1048.09,1012.48,-1.0,63,1.0,2.92,4.08,8.66,12.0
HIFS,upper_breakout,2025-10-14,278.23,267.4,-12.0,220,6.0,4.35,3.19,1.53,11.96
NBHC,upper_breakout,2025-09-11,38.59,38.5,-29.9,197,2.0,7.75,1.81,-1.53,11.92
NREF,upper_breakout,2026-05-01,14.86,14.82,-13.3,352,1.0,7.6,1.35,4.44,11.91
PFBC,upper_breakout,2025-12-03,95.4,95.29,-4.4,255,3.0,1.76,5.0,0.57,11.91
RELY,upper_breakout,2026-06-18,21.1,20.96,-18.1,335,3.0,6.02,14.83,13.08,11.9
SSB,upper_breakout,2025-07-14,98.7,98.12,-21.9,113,1.0,-1.73,-1.12,-6.75,11.83
NATR,upper_breakout,2025-10-20,14.3,14.21,-23.3,81,4.0,-3.78,-3.78,43.57,11.82
PLMR,upper_breakout,2025-09-18,117.77,116.42,-75.5,60,2.0,-2.86,-4.62,-4.39,11.82
BATRA,upper_breakout,2026-04-02,48.65,48.19,-4.7,191,6.0,0.92,8.57,11.28,11.8
MPB,upper_breakout,2026-02-02,33.83,33.21,-1.6,295,2.0,1.66,0.41,-4.02,11.76
GLNG,upper_breakout,2026-02-19,45.5,45.02,-4.3,120,1.0,-4.99,1.65,12.0,11.74
HBNC,upper_breakout,2026-01-21,18.24,17.59,-7.3,287,3.0,-5.43,-0.27,-1.64,11.73
PTCT,upper_breakout,2025-10-09,66.01,64.91,-1.8,1193,2.0,1.23,1.2,9.97,11.65
BATRA,upper_breakout,2026-03-04,48.72,48.39,-4.7,170,5.0,-2.59,-3.31,-3.59,11.64
MPB,upper_breakout,2026-04-08,33.87,33.12,-1.6,340,4.0,-0.12,0.5,-3.31,11.63
MBC,upper_breakout,2026-05-26,8.26,8.15,-45.5,330,7.0,2.66,5.93,13.08,11.62
BATRA,upper_breakout,2026-02-25,48.75,48.43,-4.7,165,3.0,-0.06,-2.65,-2.79,11.57
AEIS,upper_breakout,2026-07-08,293.64,290.02,-71.2,55,7.0,2.81,8.06,12.12,11.56
BSRR,upper_breakout,2026-01-21,36.29,35.11,-0.0,300,1.0,-8.49,4.46,2.18,11.55
HCSG,upper_breakout,2026-04-06,18.79,18.74,-12.6,2056,6.0,2.13,2.82,12.35,11.55
OPEN,upper_breakout,2025-07-21,3.21,2.69,-45.5,931,1.0,-27.1,-23.36,17.76,11.53
STEP,upper_breakout,2026-06-12,44.39,42.85,-77.4,94,4.0,2.41,-9.28,-2.19,11.53
EFSC,upper_breakout,2026-05-14,59.37,59.35,-4.2,316,9.0,2.22,2.09,8.12,11.52
SKY,upper_breakout,2026-02-04,84.44,80.72,-27.5,243,4.0,8.5,12.08,4.36,11.52
UTMD,upper_breakout,2026-02-10,64.51,63.19,-16.4,630,1.0,0.16,4.91,-1.18,11.52
VABK,upper_breakout,2026-05-18,42.2,41.94,-3.2,376,5.0,0.28,-0.57,4.72,11.52
HIFS,upper_breakout,2025-10-03,279.41,268.35,-12.0,213,5.0,-2.59,-7.06,5.31,11.48
TMHC,upper_breakout,2026-04-22,65.0,64.18,-11.0,348,6.0,-6.68,-7.15,-11.58,11.46
WSBC,upper_breakout,2026-06-24,37.86,37.55,-3.9,93,1.0,5.52,2.67,5.86,11.44
ALEX,upper_breakout,2025-08-19,18.71,18.33,-11.3,178,3.0,1.98,1.34,-0.86,11.38
SFM,upper_breakout,2026-07-17,75.78,73.49,-55.7,267,4.0,-1.17,15.02,,11.38
VABK,upper_breakout,2026-06-04,42.25,41.88,-3.2,388,6.0,5.66,5.82,3.5,11.38
FUL,upper_breakout,2026-07-24,55.7,55.34,-20.8,474,9.0,-0.72,9.64,,11.36
LOCO,upper_breakout,2026-03-16,13.32,13.25,-9.4,1287,1.0,5.93,3.6,4.28,11.34
VTOL,upper_breakout,2025-10-23,41.47,39.16,-4.7,304,1.0,-3.62,-8.51,-11.57,11.33
EFSC,upper_breakout,2026-05-06,59.48,59.41,-4.2,310,8.0,-1.68,1.6,2.62,11.31
GATX,upper_breakout,2025-08-13,159.53,158.49,-12.3,51,1.0,0.27,4.07,7.43,11.3
SKWD,upper_breakout,2026-06-25,55.4,55.2,-14.4,266,1.0,10.87,7.11,9.13,11.3
SWIM,upper_breakout,2025-07-09,6.82,6.75,-32.8,85,2.0,-9.09,3.08,7.62,11.29
EFSC,upper_breakout,2026-05-18,59.5,59.33,-4.2,318,10.0,3.29,2.12,5.41,11.28
PFBC,upper_breakout,2026-01-02,95.94,94.95,-4.4,275,5.0,1.39,0.83,-8.76,11.28
XNCR,upper_breakout,2026-07-27,19.86,19.63,-18.3,409,2.0,-2.32,8.66,,11.28
PFBC,upper_breakout,2025-12-01,95.95,95.32,-4.4,253,2.0,-1.27,5.0,2.23,11.27
ABUS,upper_breakout,2025-09-05,4.2,4.03,-14.9,248,1.0,6.19,1.19,4.29,11.19
DIOD,upper_breakout,2026-07-08,92.77,91.96,-4.6,1130,2.0,4.47,2.41,-7.74,11.19
HOMB,upper_breakout,2025-11-21,27.89,26.95,-18.4,135,9.0,1.47,1.83,2.62,11.19
IDT,upper_breakout,2026-07-02,58.82,58.62,-15.0,253,3.0,3.88,7.38,11.97,11.19
AFRI,upper_breakout,2026-03-19,9.57,9.53,-13.4,364,4.0,-1.99,2.19,1.15,11.18
ARTNA,upper_breakout,2025-11-25,31.53,31.45,-21.8,144,7.0,-1.08,-0.86,1.05,11.16
NBHC,upper_breakout,2025-09-17,38.86,38.28,-29.9,201,3.0,0.18,-1.18,-2.39,11.14
DNLI,upper_breakout,2026-06-15,22.22,21.88,-23.5,397,1.0,11.48,15.75,3.6,11.12
HIFS,upper_breakout,2025-07-14,280.32,276.36,-12.0,155,2.0,-12.13,-11.74,-12.95,11.12
ARTNA,upper_breakout,2025-12-05,31.56,31.23,-21.8,151,8.0,1.28,0.48,-0.33,11.06
PUMP,upper_breakout,2026-01-14,10.49,10.24,-12.6,936,5.0,4.86,9.06,7.44,11.06
UTMD,upper_breakout,2026-03-30,64.79,61.73,-16.4,663,2.0,-2.04,5.53,2.81,11.04
CMRE,upper_breakout,2025-09-15,12.6,12.5,-3.5,307,1.0,-3.02,-2.46,-10.63,11.03
VMD,upper_breakout,2026-02-17,8.36,8.32,-12.3,317,3.0,0.96,7.06,15.91,11.0
TMP,upper_breakout,2026-06-18,89.3,88.14,-1.0,1323,2.0,5.48,5.98,4.49,10.97
SFBS,upper_breakout,2026-06-18,80.46,80.17,-14.1,204,5.0,10.02,9.12,6.36,10.96
FUL,upper_breakout,2026-07-10,55.91,55.86,-20.8,464,7.0,1.88,-0.38,9.23,10.95
PUMP,upper_breakout,2025-12-03,10.5,10.4,-12.6,908,4.0,7.62,-13.9,-6.48,10.95
XNCR,upper_breakout,2026-08-04,19.92,19.54,-18.3,415,4.0,10.94,,,10.94
UBSI,upper_breakout,2026-05-06,43.72,43.6,-1.3,360,7.0,-3.59,-1.33,0.0,10.93
UBSI,upper_breakout,2026-06-04,43.72,43.55,-1.3,380,9.0,2.88,1.6,6.34,10.93
UNF,upper_breakout,2026-03-05,262.76,239.32,-1.6,289,2.0,3.85,1.04,-2.5,10.93
CIVB,upper_breakout,2026-05-21,25.65,25.26,-1.5,222,2.0,0.97,2.96,4.56,10.92
GATX,upper_breakout,2025-08-19,160.13,158.16,-12.3,55,2.0,2.97,4.51,5.62,10.88
CMRE,upper_breakout,2025-09-17,12.62,12.5,-3.5,309,2.0,0.55,-3.96,-9.9,10.86
FFBC,upper_breakout,2026-05-06,30.67,30.65,-1.2,360,3.0,-2.97,-0.68,-0.42,10.86
SPFI,upper_breakout,2025-07-17,40.6,37.23,-13.1,146,4.0,-1.75,-8.6,-1.97,10.84
UBSI,upper_breakout,2026-05-26,43.76,43.57,-1.3,373,8.0,-0.59,1.3,4.39,10.83
VABK,upper_breakout,2026-02-09,42.46,42.31,-3.2,308,3.0,-5.3,-6.41,-9.68,10.83
FFBC,upper_breakout,2026-05-21,30.68,30.63,-1.2,371,4.0,0.26,0.55,4.11,10.82
HIFS,upper_breakout,2025-09-08,281.09,270.95,-12.0,194,4.0,2.99,-0.84,4.46,10.82
APPN,upper_breakout,2025-09-08,32.05,31.98,-36.6,138,1.0,-3.9,5.12,-6.08,10.8
FELE,upper_breakout,2025-10-17,97.3,97.09,-14.9,168,3.0,1.5,-2.6,-4.31,10.8
FUL,upper_breakout,2026-07-21,56.0,55.5,-20.8,471,8.0,1.98,5.18,,10.77
HQY,upper_breakout,2026-07-02,95.31,94.04,-18.3,149,1.0,-0.95,2.48,5.56,10.76
TMP,upper_breakout,2026-06-09,89.48,88.16,-1.0,1316,1.0,0.99,3.87,2.75,10.75
EFSC,upper_breakout,2026-04-27,59.79,59.48,-4.2,303,7.0,-2.79,-1.17,2.79,10.74
UBSI,upper_breakout,2026-04-30,43.81,43.61,-1.3,356,6.0,-0.91,-3.42,-0.91,10.71
LQDT,upper_breakout,2026-06-09,37.74,37.63,-4.0,335,1.0,-0.72,3.07,2.23,10.7
CDP,upper_breakout,2026-06-08,32.88,32.74,-2.8,395,1.0,2.83,4.93,10.74,10.68
SSD,upper_breakout,2025-08-04,180.64,180.28,-12.9,170,2.0,0.47,4.1,4.16,10.66
LNTH,upper_breakout,2026-05-07,91.0,89.99,-17.4,252,1.0,6.23,3.81,10.97,10.64
NJR,upper_breakout,2026-01-30,49.48,49.34,-4.3,292,1.0,5.94,9.6,10.13,10.63
TCBI,upper_breakout,2025-11-25,90.72,90.2,-1.8,250,1.0,2.9,6.64,3.33,10.62
RBB,upper_breakout,2026-06-09,24.5,24.4,-4.0,1096,1.0,4.94,8.59,8.9,10.61
ECVT,upper_breakout,2025-09-08,9.15,9.02,-14.8,361,2.0,2.4,-2.08,-7.65,10.6
FFBC,upper_breakout,2026-04-27,30.75,30.66,-1.2,353,2.0,-2.41,-2.08,1.3,10.57
NRIX,upper_breakout,2026-07-21,23.48,23.14,-13.6,421,3.0,2.85,5.15,,10.56
BOX,upper_breakout,2026-01-09,29.71,29.54,-36.6,150,8.0,-12.99,-9.53,-17.47,10.5
MWA,upper_breakout,2025-11-21,23.73,23.46,-25.1,140,3.0,1.47,3.12,4.72,10.49
CCS,upper_breakout,2025-11-25,64.14,63.41,-36.5,276,1.0,3.12,-2.06,-8.0,10.46
SUPN,upper_breakout,2025-08-06,42.44,39.03,-6.2,125,1.0,0.47,0.57,7.05,10.46
USLM,upper_breakout,2026-07-16,109.07,106.04,-22.3,406,10.0,-2.37,3.54,,10.46
UBSI,upper_breakout,2026-04-23,43.91,43.62,-1.3,351,4.0,-0.23,-1.14,-1.87,10.45
WS,upper_breakout,2025-12-01,34.19,33.92,-27.1,248,1.0,3.1,3.69,3.69,10.44
DAKT,upper_breakout,2025-12-16,19.2,19.12,-3.8,256,5.0,-1.51,2.97,14.11,10.42
VABK,upper_breakout,2025-12-15,42.62,42.51,-3.2,271,1.0,-1.22,-5.16,-6.34,10.42
RUSHA,upper_breakout,2026-07-09,73.94,73.24,-9.3,56,4.0,7.74,3.29,7.83,10.35
ALGT,upper_breakout,2026-05-06,80.08,79.7,-21.3,316,8.0,-6.08,-3.73,5.48,10.31
GABC,upper_breakout,2026-06-10,45.63,45.51,-2.2,384,1.0,-2.06,2.59,2.94,10.3
SKY,upper_breakout,2025-12-05,85.38,84.93,-27.5,203,2.0,3.0,1.94,1.56,10.3
UBSI,upper_breakout,2026-04-27,43.97,43.61,-1.3,353,5.0,-1.98,-3.16,-0.48,10.3
UBSI,upper_breakout,2026-02-03,43.98,43.75,-1.3,296,1.0,1.5,-0.16,-5.91,10.28
LQDT,upper_breakout,2026-06-18,37.89,37.59,-4.0,342,2.0,3.17,1.28,2.32,10.27
AFRI,upper_breakout,2026-03-31,9.65,9.49,-13.4,372,5.0,2.07,-0.1,4.56,10.26
SMTI,upper_breakout,2025-10-22,31.18,29.22,-35.7,112,4.0,-5.58,-11.48,-38.87,10.26
CMRE,upper_breakout,2025-09-24,12.69,12.49,-3.5,314,3.0,-4.49,-11.9,-9.69,10.24
FFBC,upper_breakout,2026-06-05,30.85,30.62,-1.2,381,5.0,4.7,3.53,11.22,10.21
GLNG,upper_breakout,2026-03-02,46.14,44.97,-4.3,127,2.0,-1.28,-2.77,17.21,10.19
SGMT,upper_breakout,2026-08-05,8.64,8.51,-29.7,69,1.0,,,,10.19
MTH,upper_breakout,2025-11-07,67.0,66.77,-34.1,236,4.0,-0.39,4.91,5.43,10.18
RRR,upper_breakout,2026-05-26,57.22,56.97,-13.9,164,6.0,0.24,4.46,9.23,10.17
SWIM,upper_breakout,2025-07-22,6.89,6.66,-32.8,94,3.0,-1.31,-0.73,12.92,10.16
ECVT,upper_breakout,2025-08-22,9.19,9.08,-14.8,351,1.0,-1.09,-0.44,-2.5,10.12
ECVT,upper_breakout,2025-09-10,9.19,9.01,-14.8,363,3.0,0.65,-4.13,-9.36,10.12
WRBY,upper_breakout,2026-02-18,22.74,22.53,-20.7,262,4.0,-4.27,20.32,5.76,10.11
RELY,upper_breakout,2026-06-24,21.45,20.91,-18.1,338,4.0,6.99,9.84,6.62,10.07
EWTX,upper_breakout,2026-06-01,40.26,37.16,-1.7,387,2.0,-13.46,-12.54,0.92,10.06
PFBC,upper_breakout,2025-07-21,97.01,96.94,-4.4,160,1.0,-3.29,-6.34,-5.15,10.05
DIOD,upper_breakout,2026-07-21,93.75,91.81,-4.6,1139,3.0,-14.36,-5.82,,10.03
FFBC,upper_breakout,2026-02-06,30.9,30.74,-1.2,299,1.0,-1.91,-6.76,-12.23,10.03
VLGEA,upper_breakout,2025-09-26,37.92,37.17,-21.5,62,2.0,-2.4,-16.22,-14.06,10.02
ONB,upper_breakout,2026-01-29,24.4,24.34,-0.6,245,1.0,4.75,-0.12,-5.33,10.0
RRR,upper_breakout,2025-07-10,57.32,56.58,-8.5,246,1.0,-3.4,-7.9,-1.27,9.98
PFBC,upper_breakout,2025-12-10,97.08,95.2,-4.4,260,4.0,3.18,2.36,0.2,9.97
SHBI,upper_breakout,2026-06-09,21.67,21.38,-1.9,4890,1.0,2.31,4.66,3.51,9.97
ONB,upper_breakout,2026-02-25,24.41,24.33,-0.6,263,2.0,-3.56,-10.36,-10.82,9.95
VMD,upper_breakout,2026-02-24,8.44,8.3,-12.3,322,4.0,6.04,12.56,9.0,9.95
NTCT,upper_breakout,2026-05-04,35.11,34.49,-2.8,856,1.0,15.84,10.91,23.7,9.94
ALGT,upper_breakout,2026-05-14,80.38,79.25,-21.3,322,9.0,1.26,13.97,13.95,9.9
ANNX,upper_breakout,2025-12-08,4.86,4.83,-35.1,284,1.0,1.03,6.79,13.79,9.88
BCC,upper_breakout,2026-07-24,77.84,77.5,-34.5,61,3.0,-1.88,11.25,,9.88
NBHC,upper_breakout,2025-08-22,39.31,39.21,-29.9,184,1.0,-0.23,0.0,0.48,9.87
EFSC,upper_breakout,2026-02-12,60.28,59.99,-4.2,253,6.0,1.92,-5.28,-11.53,9.84
RRR,upper_breakout,2026-06-05,57.39,56.7,-13.9,172,7.0,9.97,5.33,15.28,9.84
VMD,upper_breakout,2026-02-11,8.45,8.33,-12.3,314,2.0,-1.78,1.78,7.46,9.82
SKIL,upper_breakout,2026-05-08,8.57,8.42,-76.4,137,2.0,-23.34,-16.22,-19.14,9.8
DAKT,upper_breakout,2025-11-03,19.31,19.21,-3.8,226,3.0,-1.04,-5.39,-4.45,9.79
DIOD,upper_breakout,2026-04-16,93.95,92.92,-4.6,1074,1.0,6.87,14.05,10.32,9.79
GLNG,upper_breakout,2026-03-17,46.31,44.88,-4.3,138,3.0,17.71,16.84,16.24,9.78
TCBI,upper_breakout,2025-12-01,91.41,90.18,-1.8,253,2.0,2.06,5.13,0.56,9.78
KAI,upper_breakout,2026-06-24,308.39,304.74,-19.8,338,10.0,-0.46,-5.96,-0.22,9.71
LOB,upper_breakout,2026-01-21,39.0,38.76,-20.3,287,1.0,-1.77,6.9,3.03,9.69
HUBG,upper_breakout,2025-09-26,34.65,34.58,-40.7,206,2.0,-1.41,-4.42,2.8,9.67
GABC,upper_breakout,2026-06-12,45.91,45.5,-2.2,386,2.0,-1.29,2.53,2.81,9.63
GABC,upper_breakout,2026-06-23,45.91,45.48,-2.2,392,3.0,3.38,1.44,3.59,9.63
VCYT,upper_breakout,2025-11-10,42.35,42.07,-14.0,196,2.0,-7.25,10.27,3.52,9.59
UBSI,upper_breakout,2026-04-17,44.29,43.63,-1.3,347,3.0,-1.81,-1.38,-5.69,9.51
RUSHA,upper_breakout,2026-07-06,74.52,73.33,-9.3,53,3.0,0.97,0.54,8.64,9.49
CTKB,upper_breakout,2026-06-04,4.33,4.13,-33.8,348,8.0,-7.16,-12.93,6.7,9.47
SFBS,upper_breakout,2025-08-12,81.56,81.0,-27.5,112,3.0,1.23,9.42,3.27,9.47
SFBS,upper_breakout,2026-06-11,81.56,80.41,-14.1,199,4.0,-1.35,8.53,4.12,9.47
HOMB,upper_breakout,2025-10-14,28.34,27.56,-18.4,107,6.0,-4.09,-4.34,-2.68,9.42
RELY,upper_breakout,2026-05-20,21.58,21.29,-18.1,315,2.0,-7.32,-8.2,-2.22,9.41
BOX,upper_breakout,2026-01-07,30.01,29.65,-36.6,148,7.0,-9.1,-11.23,-18.99,9.4
MTH,upper_breakout,2025-10-30,67.48,67.44,-34.1,230,3.0,-3.04,-1.48,8.3,9.4
SKY,upper_breakout,2025-11-26,86.1,85.59,-27.5,197,1.0,-3.02,2.9,-0.65,9.37
SWIM,upper_breakout,2025-07-02,6.94,6.79,-32.8,81,1.0,0.0,-7.2,-2.31,9.37
HUBG,upper_breakout,2025-10-06,34.75,34.16,-40.7,212,3.0,-3.11,6.73,2.16,9.35
VABK,upper_breakout,2026-04-28,43.05,42.01,-3.2,362,4.0,1.28,-0.74,-0.33,9.31
HUBG,upper_breakout,2025-10-14,34.77,33.73,-40.7,218,4.0,6.76,2.76,2.5,9.29
INDB,upper_breakout,2026-05-18,77.61,77.32,-4.8,865,7.0,2.96,1.95,6.17,9.26
RELY,upper_breakout,2026-04-28,21.61,21.56,-18.1,299,1.0,9.86,10.41,-6.89,9.25
AFRI,upper_breakout,2026-03-16,9.74,9.55,-13.4,361,3.0,-1.44,-4.0,1.03,9.24
HIFS,upper_breakout,2025-07-03,285.15,277.2,-12.0,149,1.0,-4.13,-14.53,-15.9,9.24
ATRC,upper_breakout,2026-08-05,39.34,39.1,-16.0,143,2.0,,,,9.18
USLM,upper_breakout,2026-06-15,110.35,108.3,-22.3,385,8.0,-4.1,-5.15,-5.05,9.18
SKIL,upper_breakout,2026-05-05,8.62,8.57,-76.4,134,1.0,-10.79,-19.14,-16.36,9.16
HAE,upper_breakout,2026-07-27,79.91,79.29,-10.2,424,3.0,8.61,8.38,,9.15
BOX,upper_breakout,2025-12-26,30.08,30.02,-36.6,141,6.0,-5.12,-1.66,-11.7,9.14
DAKT,upper_breakout,2025-10-13,19.43,19.25,-3.8,211,2.0,2.83,4.07,-1.65,9.11
TMHC,upper_breakout,2026-02-10,66.41,65.65,-11.0,299,4.0,1.54,-1.54,-10.31,9.1
CIVB,upper_breakout,2026-06-04,26.08,25.24,-1.5,231,3.0,2.57,2.95,7.09,9.09
HCSG,upper_breakout,2026-02-02,19.23,19.17,-12.6,2013,4.0,-1.4,8.84,10.76,9.0
HCSG,upper_breakout,2026-02-10,19.24,19.11,-12.6,2019,5.0,5.46,12.16,4.16,8.94
HOMB,upper_breakout,2025-08-18,28.47,28.46,-18.4,67,5.0,4.39,3.62,1.76,8.92
UBSI,upper_breakout,2026-04-09,44.54,43.64,-1.3,341,2.0,-2.96,-1.41,-2.54,8.89
MGEE,upper_breakout,2026-03-19,74.44,73.73,-25.6,184,11.0,2.02,5.87,4.1,8.87
INDB,upper_breakout,2026-05-05,77.9,77.46,-4.8,856,6.0,-1.26,-0.54,-1.49,8.86
SSD,upper_breakout,2025-07-29,183.62,180.67,-12.9,166,1.0,-0.61,2.59,5.91,8.86
BCML,upper_breakout,2025-11-21,28.71,28.63,-5.1,238,2.0,1.81,3.07,8.64,8.85
NRIX,upper_breakout,2026-06-29,23.85,23.34,-13.6,406,1.0,2.31,-3.65,1.26,8.85
NRIX,upper_breakout,2026-07-15,23.85,23.19,-13.6,417,2.0,-1.05,-1.05,,8.85
SGMT,upper_breakout,2026-04-28,8.75,8.46,-32.8,190,1.0,-11.77,-12.57,-17.49,8.8
FMNB,upper_breakout,2026-06-26,14.77,14.56,-6.9,395,1.0,-2.84,-2.51,3.93,8.73
INDB,upper_breakout,2026-04-30,77.99,77.5,-4.8,853,5.0,0.31,-1.37,1.4,8.73
INDB,upper_breakout,2026-04-07,78.0,77.76,-4.8,836,4.0,2.62,-0.42,-0.13,8.72
LQDT,upper_breakout,2026-06-23,38.44,37.58,-4.0,344,3.0,1.77,-1.38,-0.23,8.69
QCRH,upper_breakout,2026-07-09,96.03,95.97,-0.1,104,3.0,4.29,1.46,8.65,8.64
ONL,upper_breakout,2026-03-05,2.55,2.51,-40.7,253,5.0,-6.27,-12.55,-14.51,8.63
HCSG,upper_breakout,2026-01-15,19.32,19.29,-12.6,2002,3.0,-2.12,-2.59,11.75,8.49
BKU,upper_breakout,2025-11-25,43.33,42.91,-3.5,250,1.0,2.84,5.56,4.36,8.47
EFSC,upper_breakout,2026-06-04,61.04,59.21,-4.2,330,11.0,3.65,1.75,7.6,8.47
BCML,upper_breakout,2026-01-08,28.82,28.45,-5.1,269,3.0,1.25,1.25,5.97,8.43
QCRH,upper_breakout,2026-06-24,96.23,95.97,-0.1,94,2.0,2.72,-0.21,1.25,8.42
AMRK,upper_breakout,2025-09-12,26.98,25.55,-46.6,224,1.0,-0.56,-1.22,-1.93,8.41
WFRD,upper_breakout,2026-07-22,87.11,85.44,-20.4,500,3.0,-5.51,0.48,,8.4
MGEE,upper_breakout,2026-03-13,74.77,74.07,-25.6,180,10.0,-0.86,1.86,6.79,8.39
FELE,upper_breakout,2025-08-27,99.47,99.35,-14.9,132,2.0,-1.6,-2.62,-5.6,8.38
HOMB,upper_breakout,2025-08-12,28.62,28.55,-18.4,63,4.0,0.17,4.54,3.11,8.35
LOB,upper_breakout,2026-01-29,39.5,38.55,-20.3,293,2.0,1.87,1.82,-8.18,8.3
QCRH,upper_breakout,2026-06-11,96.38,95.98,-0.1,86,1.0,-1.47,1.96,0.45,8.25
FELE,upper_breakout,2025-08-22,99.6,99.54,-14.9,129,1.0,-1.75,-2.01,-4.14,8.24
EFSC,upper_breakout,2025-09-04,61.18,61.12,-4.2,142,2.0,0.1,0.13,-6.51,8.22
WRBY,upper_breakout,2026-04-14,23.14,21.75,-20.7,300,6.0,8.64,-2.64,16.46,8.21
ONL,upper_breakout,2026-02-26,2.56,2.54,-40.7,248,4.0,-0.39,-6.64,-21.09,8.2
SFST,upper_breakout,2026-02-12,58.8,58.79,-2.6,1027,2.0,3.27,-5.03,-12.07,8.2
RLGT,upper_breakout,2026-02-18,7.71,7.7,-2.9,255,2.0,-7.65,-1.43,-11.8,8.17
SFST,upper_breakout,2026-02-17,58.82,58.78,-2.6,1029,3.0,1.07,-6.22,-11.58,8.16
VMD,upper_breakout,2026-02-05,8.58,8.35,-12.3,310,1.0,-4.9,-3.96,2.33,8.16
EFSC,upper_breakout,2025-09-08,61.22,61.1,-4.2,144,3.0,-2.53,-2.61,-5.26,8.15
DAKT,upper_breakout,2025-12-30,19.61,19.09,-3.8,265,6.0,5.41,10.66,14.53,8.11
EFSC,upper_breakout,2025-09-18,61.26,61.02,-4.2,152,5.0,-4.31,-6.63,-13.35,8.08
FBK,upper_breakout,2025-10-02,56.81,56.72,-4.2,212,1.0,2.32,-8.38,-3.71,8.08
